V1	V3	V13	Protein.names	Organism	Gene.Ontology..biological.process.	Gene.Ontology.IDs
Ab_contig_5102	Q9W2N0	1.56e-37	F-actin-capping protein subunit alpha	Drosophila melanogaster (Fruit fly)	actin cytoskeleton organization [GO:0030036]; actin filament organization [GO:0007015]; barbed-end actin filament capping [GO:0051016]; germarium-derived oocyte fate determination [GO:0007294]; negative regulation of actin filament polymerization [GO:0030837]; negative regulation of filopodium assembly [GO:0051490]; negative regulation of JNK cascade [GO:0046329]; nuclear envelope budding [GO:0140591]; positive regulation of filopodium assembly [GO:0051491]; regulation of filopodium assembly [GO:0051489]; regulation of lamellipodium assembly [GO:0010591]; wing disc development [GO:0035220]	GO:0003779; GO:0007015; GO:0007294; GO:0008290; GO:0010591; GO:0016324; GO:0030018; GO:0030036; GO:0030837; GO:0035220; GO:0046329; GO:0046982; GO:0051016; GO:0051489; GO:0051490; GO:0051491; GO:0071203; GO:0140591
Ab_contig_5103	Q05974	1.35e-42	Ras-related protein Rab-1A	Lymnaea stagnalis (Great pond snail) (Helix stagnalis)	protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]	GO:0003924; GO:0005525; GO:0005783; GO:0005794; GO:0015031; GO:0016192
Ab_contig_5105	Q8NE62	5.74e-25	Choline dehydrogenase, mitochondrial (CDH) (CHD) (EC 1.1.99.1)	Homo sapiens (Human)	choline catabolic process [GO:0042426]; glycine betaine biosynthetic process from choline [GO:0019285]	GO:0005739; GO:0005743; GO:0008812; GO:0019285; GO:0042426; GO:0050660
Ab_contig_5114	O35386	7.05e-33	Phytanoyl-CoA dioxygenase, peroxisomal (EC 1.14.11.18) (Lupus nephritis-associated peptide 1) (Phytanic acid oxidase) (Phytanoyl-CoA alpha-hydroxylase) (PhyH)	Mus musculus (Mouse)	2-oxobutyrate catabolic process [GO:0019606]; 2-oxoglutarate metabolic process [GO:0006103]; fatty acid alpha-oxidation [GO:0001561]; isoprenoid metabolic process [GO:0006720]; methyl-branched fatty acid metabolic process [GO:0097089]	GO:0001561; GO:0003824; GO:0005739; GO:0005777; GO:0005782; GO:0006103; GO:0006720; GO:0008198; GO:0019606; GO:0031418; GO:0048244; GO:0097089; GO:0097731
Ab_contig_5125	O60884	2.52e-24	DnaJ homolog subfamily A member 2 (Cell cycle progression restoration gene 3 protein) (Dnj3) (Dj3) (HIRA-interacting protein 4) (Renal carcinoma antigen NY-REN-14)	Homo sapiens (Human)	positive regulation of cell population proliferation [GO:0008284]; protein refolding [GO:0042026]; response to heat [GO:0009408]	GO:0001671; GO:0005524; GO:0005737; GO:0005829; GO:0008284; GO:0009408; GO:0016020; GO:0030544; GO:0042026; GO:0046872; GO:0051082; GO:0051087; GO:0070062
Ab_contig_5138	Q01380	5.14e-63	Egg-lysin (Sperm-lysin)	Haliotis cracherodii (Black abalone)	single fertilization [GO:0007338]	GO:0007338; GO:0043160
Ab_contig_5155	Q5EAJ7	2.32e-27	Major vault protein (MVP)	Strongylocentrotus purpuratus (Purple sea urchin)		GO:0005634; GO:0005737; GO:1990904
Ab_contig_5159	Q92519	1.37e-31	Tribbles homolog 2 (TRB-2)	Homo sapiens (Human)	negative regulation of fat cell differentiation [GO:0045599]; negative regulation of interleukin-10 production [GO:0032693]; negative regulation of protein kinase activity [GO:0006469]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; regulation of MAP kinase activity [GO:0043405]	GO:0004860; GO:0005634; GO:0005737; GO:0005856; GO:0006469; GO:0031434; GO:0031625; GO:0032436; GO:0032693; GO:0043405; GO:0045599; GO:0055106; GO:0061629
Ab_contig_5160	P18420	1.33e-45	Proteasome subunit alpha type-1 (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)	Rattus norvegicus (Rat)	immune system process [GO:0002376]; negative regulation of inflammatory response to antigenic stimulus [GO:0002862]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	GO:0000502; GO:0001530; GO:0002376; GO:0002862; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0005839; GO:0019773; GO:0043161
Ab_contig_5167	Q03412	3.02e-25	Innexin unc-7 (Uncoordinated protein 7)	Caenorhabditis elegans	cellular response to dopamine [GO:1903351]; egg-laying behavior [GO:0018991]; gap junction assembly [GO:0016264]; locomotion [GO:0040011]; monoatomic ion transmembrane transport [GO:0034220]; regulation of locomotion involved in locomotory behavior [GO:0090325]; regulation of male mating behavior [GO:1902435]; regulation of nematode pharyngeal pumping [GO:0043051]; regulation of neuronal signal transduction [GO:1902847]; response to anesthetic [GO:0072347]; spicule insertion [GO:0034609]	GO:0005243; GO:0005886; GO:0005911; GO:0005921; GO:0016020; GO:0016264; GO:0018991; GO:0032589; GO:0034220; GO:0034609; GO:0040011; GO:0043051; GO:0055077; GO:0072347; GO:0090325; GO:1902435; GO:1902847; GO:1903351
Ab_contig_5171	Q6ZNF0	3.13e-35	Acid phosphatase type 7 (EC 3.1.3.2) (Purple acid phosphatase long form)	Homo sapiens (Human)		GO:0003993; GO:0005576; GO:0046872
Ab_contig_5180	Q6P0H6	6.02e-47	COP9 signalosome complex subunit 4 (Signalosome subunit 4)	Danio rerio (Zebrafish) (Brachydanio rerio)		GO:0008021; GO:0008180
Ab_contig_5189	Q26486	1.85e-25	46 kDa FK506-binding nuclear protein (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rotamase)	Spodoptera frugiperda (Fall armyworm)		GO:0000785; GO:0003677; GO:0005730; GO:0140839; GO:0140840
Ab_contig_5195	P52899	1.1e-31	Probable pyruvate dehydrogenase E1 component subunit alpha, mitochondrial (PDHE1-A) (EC 1.2.4.1)	Caenorhabditis elegans	acetyl-CoA biosynthetic process from pyruvate [GO:0006086]	GO:0004739; GO:0005739; GO:0005759; GO:0006086; GO:0046872
Ab_contig_5209	Q6PH58	6.87e-25	Transmembrane protein 39A	Danio rerio (Zebrafish) (Brachydanio rerio)	autophagy [GO:0006914]; cellular response to cold [GO:0070417]; negative regulation of autophagosome assembly [GO:1902902]; negative regulation of autophagosome maturation [GO:1901097]; response to cold [GO:0009409]	GO:0005789; GO:0006914; GO:0009409; GO:0070417; GO:1901097; GO:1902902
Ab_contig_5220	P28024	1.84e-28	Proteasome subunit beta type-4 (Macropain beta chain) (Multicatalytic endopeptidase complex beta chain) (Proteasome beta chain) (Proteasome chain 3)	Xenopus laevis (African clawed frog)	proteolysis involved in protein catabolic process [GO:0051603]	GO:0005634; GO:0005737; GO:0005839; GO:0019774; GO:0051603
Ab_contig_5230	P51121	1.97e-30	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase)	Xenopus laevis (African clawed frog)	glutamine biosynthetic process [GO:0006542]	GO:0004356; GO:0005524; GO:0005739; GO:0005783; GO:0005829; GO:0006542; GO:0046872
Ab_contig_5232	P51659	9.97e-48	Peroxisomal multifunctional enzyme type 2 (MFE-2) (17-beta-hydroxysteroid dehydrogenase 4) (17-beta-HSD 4) (D-bifunctional protein) (DBP) (Multifunctional protein 2) (MFP-2) (Short chain dehydrogenase/reductase family 8C member 1) [Cleaved into: (3R)-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12); Enoyl-CoA hydratase 2 (EC 4.2.1.107) (EC 4.2.1.119) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase)]	Homo sapiens (Human)	androgen metabolic process [GO:0008209]; estrogen metabolic process [GO:0008210]; fatty acid beta-oxidation [GO:0006635]; medium-chain fatty-acyl-CoA metabolic process [GO:0036112]; osteoblast differentiation [GO:0001649]; Sertoli cell development [GO:0060009]; very long-chain fatty acid metabolic process [GO:0000038]; very long-chain fatty-acyl-CoA metabolic process [GO:0036111]	GO:0000038; GO:0001649; GO:0003857; GO:0004300; GO:0004303; GO:0005777; GO:0005778; GO:0005782; GO:0005829; GO:0006635; GO:0008209; GO:0008210; GO:0016020; GO:0016853; GO:0018812; GO:0033989; GO:0036111; GO:0036112; GO:0042803; GO:0044594; GO:0060009; GO:0106386
Ab_contig_5243	Q33862	8.01e-45	Succinate dehydrogenase [rhodoquinone] flavoprotein subunit 1, mitochondrial (EC 1.3.5.1) (Fumarate reductase flavoprotein subunit, mitochondrial) (FpA)	Ascaris suum (Pig roundworm) (Ascaris lumbricoides)	mitochondrial electron transport, succinate to ubiquinone [GO:0006121]; tricarboxylic acid cycle [GO:0006099]	GO:0005739; GO:0005743; GO:0006099; GO:0006121; GO:0008177; GO:0009055; GO:0031966; GO:0045273; GO:0050660
Ab_contig_5244	P20029	6.23e-61	Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein)	Mus musculus (Mouse)	cellular response to glucose starvation [GO:0042149]; cellular response to interleukin-4 [GO:0071353]; cerebellar Purkinje cell layer development [GO:0021680]; cerebellum structural organization [GO:0021589]; endoplasmic reticulum unfolded protein response [GO:0030968]; ER overload response [GO:0006983]; maintenance of protein localization in endoplasmic reticulum [GO:0035437]; negative regulation of apoptotic process [GO:0043066]; negative regulation of IRE1-mediated unfolded protein response [GO:1903895]; negative regulation of PERK-mediated unfolded protein response [GO:1903898]; negative regulation of protein-containing complex assembly [GO:0031333]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; positive regulation of cell migration [GO:0030335]; positive regulation of embryonic development [GO:0040019]; positive regulation of protein ubiquitination [GO:0031398]; post-translational protein targeting to membrane, translocation [GO:0031204]; proteolysis involved in protein catabolic process [GO:0051603]; response to endoplasmic reticulum stress [GO:0034976]	GO:0003689; GO:0005524; GO:0005576; GO:0005739; GO:0005783; GO:0005788; GO:0005789; GO:0005793; GO:0005829; GO:0005886; GO:0006983; GO:0008180; GO:0009986; GO:0016020; GO:0016887; GO:0019904; GO:0021589; GO:0021680; GO:0030291; GO:0030335; GO:0030496; GO:0030512; GO:0030968; GO:0031204; GO:0031333; GO:0031398; GO:0031625; GO:0034663; GO:0034976; GO:0035437; GO:0040019; GO:0042149; GO:0042470; GO:0043022; GO:0043066; GO:0043209; GO:0044183; GO:0051603; GO:0051787; GO:0061775; GO:0071353; GO:0140584; GO:0140662; GO:0140665; GO:0140849; GO:1903895; GO:1903898
Ab_contig_5258	Q26636	3.5e-33	Cathepsin L (EC 3.4.22.15) [Cleaved into: Cathepsin L heavy chain; Cathepsin L light chain]	Sarcophaga peregrina (Flesh fly) (Boettcherisca peregrina)	cell differentiation [GO:0030154]; proteolysis [GO:0006508]	GO:0004197; GO:0005764; GO:0006508; GO:0030154
Ab_contig_5262	Q9Z255	1.4e-52	Ubiquitin-conjugating enzyme E2 A (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme A) (RAD6 homolog A) (HR6A) (mHR6A) (Ubiquitin carrier protein A) (Ubiquitin-protein ligase A)	Mus musculus (Mouse)	blastocyst hatching [GO:0001835]; DNA repair [GO:0006281]; in utero embryonic development [GO:0001701]; maternal process involved in female pregnancy [GO:0060135]; positive regulation of mitophagy [GO:1901526]; protein K11-linked ubiquitination [GO:0070979]; protein K48-linked ubiquitination [GO:0070936]; protein ubiquitination [GO:0016567]	GO:0000785; GO:0001701; GO:0001741; GO:0001835; GO:0004842; GO:0005524; GO:0005764; GO:0005770; GO:0006281; GO:0016567; GO:0031625; GO:0033503; GO:0060135; GO:0061631; GO:0070936; GO:0070979; GO:1901526
Ab_contig_5282	O01393	4.27e-21	Innexin unc-9 (Uncoordinated protein 9)	Caenorhabditis elegans	monoatomic ion transmembrane transport [GO:0034220]; positive regulation of locomotion [GO:0040017]	GO:0005243; GO:0005886; GO:0005911; GO:0005921; GO:0034220; GO:0040017; GO:0051015; GO:0055077
Ab_contig_5284	Q9VN93	1.95e-32	Cathepsin F (EC 3.4.22.41) (Cysteine proteinase CtsF)	Drosophila melanogaster (Fruit fly)	proteolysis involved in protein catabolic process [GO:0051603]	GO:0004197; GO:0005615; GO:0008234; GO:0045169; GO:0051603; GO:0098595
Ab_contig_5286	Q9PWF7	2.34e-31	Catalase (EC 1.11.1.6)	Glandirana rugosa (Japanese wrinkled frog) (Rana rugosa)	hydrogen peroxide catabolic process [GO:0042744]; response to hydrogen peroxide [GO:0042542]	GO:0004096; GO:0005739; GO:0005782; GO:0020037; GO:0042542; GO:0042744; GO:0046872
Ab_contig_5292	Q5REA7	9.58e-33	Acyl-CoA 6-desaturase (EC 1.14.19.3) (Delta(6) fatty acid desaturase) (D6D) (Delta(6) desaturase) (Delta-6 desaturase) (Fatty acid desaturase 2)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	unsaturated fatty acid biosynthetic process [GO:0006636]	GO:0004768; GO:0005789; GO:0006636; GO:0016213
Ab_contig_5305	A3RLT6	1.02e-51	Small ribosomal subunit protein uS2 (40S ribosomal protein SA)	Pinctada fucata (Akoya pearl oyster) (Pinctada imbricata fucata)	ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	GO:0000028; GO:0003735; GO:0006412; GO:0022627
Ab_contig_5307	Q9Z3R8	4.14e-23	Probable alpha-glucosidase (EC 3.2.1.20)	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	oligosaccharide catabolic process [GO:0009313]	GO:0004556; GO:0004558; GO:0009313
Ab_contig_5321	Q5F364	1.63e-41	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter)	Gallus gallus (Chicken)	cyclic nucleotide transport [GO:0070729]; glutathione transmembrane transport [GO:0034775]; lipid transport [GO:0006869]; xenobiotic transport [GO:0042908]	GO:0005524; GO:0006869; GO:0008559; GO:0016323; GO:0016887; GO:0034634; GO:0034775; GO:0042908; GO:0070729
Ab_contig_5328	P40123	8.88e-24	Adenylyl cyclase-associated protein 2 (CAP 2)	Homo sapiens (Human)	actin filament organization [GO:0007015]; activation of adenylate cyclase activity [GO:0007190]; cAMP-mediated signaling [GO:0019933]; cell morphogenesis [GO:0000902]; establishment or maintenance of cell polarity [GO:0007163]; presynaptic actin cytoskeleton organization [GO:0099140]; regulation of modification of postsynaptic actin cytoskeleton [GO:1905274]; signal transduction [GO:0007165]	GO:0000902; GO:0003779; GO:0005737; GO:0005886; GO:0007015; GO:0007163; GO:0007165; GO:0007190; GO:0008179; GO:0014069; GO:0019933; GO:0042802; GO:0098978; GO:0099140; GO:1905274
Ab_contig_5332	A0JP85	2.32e-25	CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1)	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	negative regulation of intracellular estrogen receptor signaling pathway [GO:0033147]; negative regulation of retinoic acid receptor signaling pathway [GO:0048387]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of translation [GO:0017148]; positive regulation of cytoplasmic mRNA processing body assembly [GO:0010606]; positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900153]; positive regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060213]; regulatory ncRNA-mediated gene silencing [GO:0031047]	GO:0000122; GO:0000932; GO:0005634; GO:0010606; GO:0017148; GO:0030014; GO:0030015; GO:0030331; GO:0031047; GO:0033147; GO:0042974; GO:0048387; GO:0060213; GO:1900153
Ab_contig_5335	Q22235	1.87e-31	Endoplasmin homolog	Caenorhabditis elegans	ERAD pathway [GO:0036503]; protein folding [GO:0006457]	GO:0005524; GO:0005783; GO:0005788; GO:0006457; GO:0016887; GO:0036503; GO:0048471; GO:0051082; GO:0140662
Ab_contig_5348	P17164	9.13e-28	Tissue alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucosidase I) (Alpha-L-fucoside fucohydrolase 1) (Alpha-L-fucosidase 1)	Rattus norvegicus (Rat)	fucose metabolic process [GO:0006004]; glycoside catabolic process [GO:0016139]; lipid metabolic process [GO:0006629]	GO:0004560; GO:0005764; GO:0006004; GO:0006629; GO:0015928; GO:0016139; GO:0030246
Ab_contig_5353	P17326	2.38e-27	Sodium/potassium-transporting ATPase subunit alpha-A (Na(+)/K(+) ATPase alpha-A subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-A)	Artemia franciscana (Brine shrimp) (Artemia sanfranciscana)	intracellular potassium ion homeostasis [GO:0030007]; intracellular sodium ion homeostasis [GO:0006883]; potassium ion import across plasma membrane [GO:1990573]; proton transmembrane transport [GO:1902600]; sodium ion export across plasma membrane [GO:0036376]	GO:0005391; GO:0005524; GO:0005886; GO:0006883; GO:0016887; GO:0030007; GO:0036376; GO:0046872; GO:1902600; GO:1990573
Ab_contig_5365	Q9UTM4	4.07e-44	T-complex protein 1 subunit epsilon (TCP-1-epsilon) (CCT-epsilon)	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	protein folding [GO:0006457]	GO:0005524; GO:0005737; GO:0005832; GO:0005856; GO:0006457; GO:0016887; GO:0051082; GO:0140662
Ab_contig_5370	Q9LVD0	7.36e-29	18S rRNA (guanine-N(7))-methyltransferase RID2 (EC 2.1.1.309) (Protein ROOT INITIATION DEFECTIVE 2)	Arabidopsis thaliana (Mouse-ear cress)	callus formation [GO:1990110]; lateral root development [GO:0048527]; maintenance of root meristem identity [GO:0010078]; root development [GO:0048364]; rRNA (guanine-N7)-methylation [GO:0070476]; rRNA processing [GO:0006364]	GO:0005634; GO:0005654; GO:0005730; GO:0006364; GO:0010078; GO:0016435; GO:0048364; GO:0048471; GO:0048527; GO:0070476; GO:1990110
Ab_contig_5371	Q4KLC4	4.83e-27	Neuroguidin-A (EIF4E-binding protein A)	Xenopus laevis (African clawed frog)	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; regulation of translation [GO:0006417]; ribosomal small subunit biogenesis [GO:0042274]	GO:0000462; GO:0000775; GO:0005730; GO:0005737; GO:0006417; GO:0030175; GO:0030424; GO:0030425; GO:0032040; GO:0042274
Ab_contig_5377	C3YWU0	9.79e-26	Alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucoside fucohydrolase)	Branchiostoma floridae (Florida lancelet) (Amphioxus)	fucose metabolic process [GO:0006004]; glycoside catabolic process [GO:0016139]	GO:0004560; GO:0005576; GO:0005764; GO:0006004; GO:0016139
Ab_contig_5390	Q7JQD3	6.08e-31	Gelsolin-like protein 1 (Actin-modulator) (EWAM) (EWAM-P1)	Lumbricus terrestris (Common earthworm)	actin filament capping [GO:0051693]; actin filament fragmentation [GO:0030043]; actin filament polymerization [GO:0030041]; actin filament severing [GO:0051014]; actin nucleation [GO:0045010]	GO:0003779; GO:0005509; GO:0005737; GO:0015629; GO:0030041; GO:0030043; GO:0045010; GO:0051014; GO:0051015; GO:0051693
Ab_contig_5401	P52303	8.14e-46	AP-1 complex subunit beta-1 (Adaptor protein complex AP-1 subunit beta-1) (Adaptor-related protein complex 1 subunit beta-1) (Beta-1-adaptin) (Beta-adaptin 1) (Clathrin assembly protein complex 1 beta large chain) (Golgi adaptor HA1/AP1 adaptin beta subunit)	Rattus norvegicus (Rat)	clathrin coat assembly [GO:0048268]; determination of left/right symmetry [GO:0007368]; heart development [GO:0007507]; intracellular protein transport [GO:0006886]; kidney development [GO:0001822]; vesicle-mediated transport [GO:0016192]	GO:0001822; GO:0005794; GO:0006886; GO:0007368; GO:0007507; GO:0008021; GO:0016192; GO:0019901; GO:0030118; GO:0030131; GO:0030276; GO:0030665; GO:0048268; GO:0120283
Ab_contig_5404	Q9C509	6.15e-26	Sphingosine-1-phosphate lyase (AtSPL1) (S1PL) (SP-lyase) (SPL) (EC 4.1.2.27) (Dihydrosphingosine phosphate lyase 1) (AtDPL1) (Sphingosine-1-phosphate aldolase)	Arabidopsis thaliana (Mouse-ear cress)	carboxylic acid metabolic process [GO:0019752]; sphingolipid catabolic process [GO:0030149]	GO:0005783; GO:0005789; GO:0008117; GO:0019752; GO:0030149; GO:0030170
Ab_contig_5414	Q99NB9	1.52e-43	Splicing factor 3B subunit 1 (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155)	Mus musculus (Mouse)	anterior/posterior pattern specification [GO:0009952]; blastocyst formation [GO:0001825]; chromatin remodeling [GO:0006338]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of transcription by RNA polymerase I [GO:0045943]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription by RNA polymerase III [GO:0045945]; spliceosomal complex assembly [GO:0000245]	GO:0000245; GO:0000398; GO:0000785; GO:0001825; GO:0003682; GO:0003729; GO:0005634; GO:0005684; GO:0005686; GO:0005730; GO:0006338; GO:0009952; GO:0016363; GO:0016607; GO:0030532; GO:0034693; GO:0045943; GO:0045944; GO:0045945; GO:0110016
